"R/54b705a67b0d579d657138442156b","54b9505b467d4","upvote.","42","42.815096248082","-77.833656008607","2015-01-14 19:11:18"
"R/54b700744579a56e8a3e81a76238c","54b9505b46882","I skipped all the suspense and just bought myself my valentines day present of tequila and tissues. ","21","42.782898821989","-77.824663019411","2015-01-14 18:49:08"
"R/54b43524c26981ecfe2f665646c50","54b9505b46fec","How could I live without Wegmans ","21","42.820355895455","-77.781153299804","2015-01-12 15:57:08"
"R/54b5de2c7670b2f6a02d0aeaec243","54b9505b46c8d","Why do we live where the air hurts your face?","16","42.8087923","-77.8271424","2015-01-13 22:10:36"
"R/54b6efe2e5b9e84c29aac56688259","54b9505b469d6","Anyone else looking forward to the new season of House of Cards?","15","42.804032","-77.8286112","2015-01-14 17:38:26"
"R/54b84f6b185568502f9c32f086f65","54b9505b458f1","Welcome to Geneseo transfers. We pride ourselves on a fantastic yak scene. Post quality shit or GTFO. Also get a Kik if that's what you're into.","14","42.7919559","-77.8179096","2015-01-15 18:38:19"
"R/54b80fb10dac285ddb67fe40b295d","54b9505b45f08","'Where's the red one with the sickle and hammer?' -some lady looking at the flags in the College Union  ","14","42.815852343722","-77.821681871166","2015-01-15 14:06:25"
"R/54b5e2f72c02b2253c4f7a46b46d7","54b9505b46be0","Literally watching a show called big giant swords on discovery.... It is everything I've ever wanted","13","42.785129282982","-77.811152015119","2015-01-13 22:31:03"
"R/54b806af522330ed9962283fccbb2","54b9505b45fb6","Only person in my suite for the next few days. What are clothes? ","12","42.819234","-77.820048","2015-01-15 13:27:59"
"R/54b8953e210c26760c6029492c067","54b9505b44ecf","roommates are coming back soon which means I have to wear pants soon. not ready to be about that life ","8","42.782656677873","-77.8226047898","2015-01-15 23:36:14"
"R/54b854f14618f7a0fcc50b3a63d22","54b9505b4579e","I actually know a girl who wears butt pads ","8","42.789685801607","-77.80652331649","2015-01-15 19:01:53"
"R/54b83ca8f33729b3e892d89442fb6","54b9505b45afa","How bad is this carnival orientation about to be?","8","42.799751800525","-77.804490569113","2015-01-15 17:18:16"
"R/54b73fca757bb8986103c8f446997","54b9505b4651d","it sucks being in love with your best friend it sucks even more when he finds out and asks how he can help you forget bout your feelings... but wants to hu ","8","42.796205753165","-77.800753841756","2015-01-14 23:19:22"
"R/54b8c4a8377e05f9650f42cc577cf","54b9505b44960","Nature valley. Zero crumbs in bed until I went to grab for my phone to brag about it on yak","7","42.790982470827","-77.830718010105","2015-01-16 02:58:32"
"R/54b5d24e4ff25b8338e5d3ea3ddce","54b9505b46d3b","I just want ice cream and footie pajamas. Is that too much to ask for?","7","42.801073179905","-77.828218309829","2015-01-13 21:19:58"
"R/54b4607495729ecffc7853d5db7b5","54b9505b46f3f","💨🌲","7","42.78091799801","-77.807700741626","2015-01-12 19:01:56"
"R/54b813711a13359e321a67f282147","54b9505b45e59","There's a lot of cool people moving in today. ","6","42.767654633167","-77.844319250264","2015-01-15 14:22:25"
"R/54b7764f747682050a1a564f0a279","54b9505b4626d","There's this beautiful gay boy I want sooo bad ","6","42.784291457393","-77.82507539932","2015-01-15 03:11:59"
"R/54b6fbe66366091a29aee903b6797","54b9505b46928","CAS is ruining my bowels this week.","6","42.794945041981","-77.844335032315","2015-01-14 18:29:42"
"R/54b8b5a7cf51fb259f446d3dc7777","54b9505b44abc","The yak is almost back!!!","5","42.79553622","-77.81761961","2015-01-16 01:54:31"
"R/54b8ac1f5745abe85c62f779fd4c2","54b9505b44c18","First homework assignment and classes haven't even started yet welcome to geneseo","5","42.789874","-77.821993","2015-01-16 01:13:51"
"R/54b88ca6ce39f2c060687b4c9a7a9","54b9505b4502b","Can't wait for more people to come back to school ","5","42.795923832775","-77.815278941067","2015-01-15 22:59:34"
"R/54b874c51fb7e59998e0b76efa640","54b9505b4538a","Just realized that I don't know how to smile.","5","42.80602","-77.8215302","2015-01-15 21:17:41"
"R/54b75b2c9de890d54fe1b6624dcc6","54b9505b463c2","Eatin m&m's and halfway through the bag im like shit I gotta get another bag ","5","42.808493109799","-77.804916537924","2015-01-15 01:16:12"
"R/54b89bdaea1201cb4aa5c06264bb6","54b9505b44d73","I wish I was with this one boy ","4","42.779102470382","-77.807971718401","2015-01-16 00:04:26"
"R/54b88436507bb150682ab40324d2d","54b9505b450d9","I thought orientation was supposed to be fun smh","4","42.815904333561","-77.822676456354","2015-01-15 22:23:34"
"R/54b73b88f3c0978128e42acbae6e1","54b9505b46679","this chicka needs weed.../?","4","42.812788338659","-77.825545655304","2015-01-14 23:01:12"
"R/54b85a4689c6cf4903f271b30cdc2","54b9505b45594","What bars ya'll headed to tn?","3","42.807442","-77.826404","2015-01-15 19:24:38"
"R/54b84b2d45b9b98707181e6dd6f5a","54b9505b4599f","Who's going to the bars tonight?","3","42.780626933942","-77.782791410913","2015-01-15 18:20:13"
"R/54b8023a4353de77916fa76abcbd5","54b9505b46064","My home town high school is trying to get yak banned...They have no idea what they're messing with lol","3","42.809756","-77.8360017","2015-01-15 13:08:58"
"R/54b73dd14de2fdb75212f58c35ede","54b9505b465cb","Everyone go to Kelly's ","3","42.805647980263","-77.813399430882","2015-01-14 23:10:57"
"R/54b73464d44d456c4bbe3955694b5","54b9505b46727","Bars tonight?","3","42.784458860392","-77.827643077371","2015-01-14 22:30:44"
"R/54b8aac8570adbc40f55871bdfd82","54b9505b44cc5","Popper pants. The popcorn you make in your pants !","2","42.802778930601","-77.814794388387","2015-01-16 01:08:08"
"R/54b891f6a53c42de78ee533c730f1","54b9505b44f7d","Are there any other transfers in Livingston? I swear it's like a wasteland","2","42.8019687","-77.8245356","2015-01-15 23:22:14"
"R/54b8800060abbd6ff19dd391db19d","54b9505b45235","Greek life where are you guys","2","42.7976399","-77.8319679","2015-01-15 22:05:36"
"R/54b878e857575ebc595800453ae1a","54b9505b452e4","Any parties going on tonight?","2","42.7842766","-77.8324187","2015-01-15 21:35:20"
"R/54b874c235564b668d2ef6168b886","54b9505b45439","Come thru to Ontario ","2","42.795422894376","-77.83779965166","2015-01-15 21:17:38"
"R/54b85b49d2dc6018c6b574fab988b","54b9505b454e7","If you're here and 21 go to the bars ya fucker ","2","42.794442","-77.809504","2015-01-15 19:28:57"
"R/54b838737e312a90f7bcf0984b775","54b9505b45ba8","i thought he was the one...😔","2","42.781947211395","-77.832241352609","2015-01-15 17:00:19"
"R/54b6b7536a650998b19872a58151d","54b9505b46a84","Any bud on campus... Please ","2","42.796526100972","-77.821624326832","2015-01-14 13:37:07"
"R/54b5ecd89f777da078c64b5af0ccb","54b9505b46b32","I really hope my 11:11 wish comes true for once...","2","42.79499957482","-77.833354514289","2015-01-13 23:13:12"
"R/54b8c95bc702e152caca264fce83d","54b9505b44805","Wannabe llama beans","1","42.797284615473","-77.814410615699","2015-01-16 03:18:35"
"R/54b8c52fcab02741f28fc61fb1edf","54b9505b448b2","'I'm cool bro just give me back my sharp cheddar'","1","42.80623361575","-77.818129643138","2015-01-16 03:00:47"
"R/54b8c30ca48e0f393ea81450aea1d","54b9505b44a0e","I need someone to spend my money on","1","42.797025003526","-77.808016693973","2015-01-16 02:51:40"
"R/54b8af1fa5f2d1aba24c7671f0c80","54b9505b44b6a","Until then I'm Popular","1","42.778859115141","-77.825442738179","2015-01-16 01:26:39"
"R/54b82cec85f697aa46a66cbe7a0de","54b9505b45d04","Watching Gone Girl again because it's great and there is nothing better to do","1","42.790940043194","-77.813521627268","2015-01-15 16:11:08"
"R/54b761bf5c9f90bcbf74f48f4e320","54b9505b4631c","Sip hella lean and see who talk the slowest ","1","42.800128234378","-77.816821106727","2015-01-15 01:44:15"
"R/54b89bd60098c7d10009b8cf493ae","54b9505b44e21","Everyone go to the bars! Why's this town going soft? ","0","42.795702470382","-77.814671718401","2015-01-16 00:04:22"
"R/54b8829ee3cbc262261be92c68c42","54b9505b45187","I NEED SOMEONE TO MOVE IN WITH ME SO I CAN SAVE MONEY #desperate","0","42.797058042322","-77.800028958933","2015-01-15 22:16:46"
"R/54b85899282b5ffcc33399b3b028b","54b9505b45642","life about finding happiness ","0","42.785008947649","-77.774133520366","2015-01-15 19:17:29"
"R/54b85408023011a2f14ce46a072ea","54b9505b4584c","Anyone from Erie trying to accompany me to this orientation?","0","42.794896801697","-77.804588256789","2015-01-15 18:58:00"
"R/54b56f82f1bc56910145c3265f4e6","54b9505b46de9","Is there trivia tonight at the Vital?","0","42.8097176","-77.8253881","2015-01-13 14:18:26"
"R/54b83d1a50b5ed6a411550017e2e0","54b9505b45a4d","Dat Suffolk ra staff doe. 👌","-1","42.82378253879","-77.812638054222","2015-01-15 17:20:10"
"R/54b82f2824ad70aec3b036fbc469d","54b9505b45c56","This orientation is horrible ","-1","42.803093767596","-77.822675678493","2015-01-15 16:20:40"
"R/54b818b51869a3970bbc8d4cc32ec","54b9505b45db2","Jskye yaks about herself for attention 😂","-1","42.7864025","-77.7966063","2015-01-15 14:44:53"
"R/54b753ac71414679d253aaa3b5241","54b9505b4646f","Mom queefin on my llama chair ","-1","42.78868255","-77.80607983","2015-01-15 00:44:12"
"R/54b85555a231a80d152ffe77756e6","54b9505b456f0","My poop sounds like pee","-2","42.800985801607","-77.80502331649","2015-01-15 19:03:33"
